"Syndroms related to vision impairment",,,,,,,,
Name,,Website,,Problems,,,,Genes
"Proteus syndrome",,https://ghr.nlm.nih.gov/condition/proteus-syndrome,,"Some people with Proteus syndrome have neurological abnormalities, including vision loss. ",,,,"Proteus syndrome results from a mutation in the AKT1 gene. This genetic change is not inherited from a parent; it arises randomly in one cell during the early stages of development before birth. As cells continue to grow and divide, some cells will have the mutation and other cells will not. This mixture of cells with and without a genetic mutation is known as mosaicism.A mutation in this gene disrupts a cell's ability to regulate its own growth, allowing it to grow and divide abnormally. Increased cell proliferation in various tissues and organs leads to the abnormal growth characteristic of Proteus syndrome. Studies suggest that an AKT1 gene mutation is more common in groups of cells that experience overgrowth than in the parts of the body that grow normally."
"Pseudoxanthoma elasticum",,https://ghr.nlm.nih.gov/condition/pseudoxanthoma-elasticum,,"Bleeding and scarring of the retina may also occur, which can cause vision loss.",,,,"Mutations in the ABCC6 gene lead to an absent or nonfunctional MRP6 protein. It is unclear how a lack of properly functioning MRP6 protein leads to PXE. "
"Refsum disease",,https://ghr.nlm.nih.gov/condition/refsum-disease,,"An inherited condition that causes vision loss,The vision loss associated with Refsum disease is caused by an eye disorder called retinitis pigmentosa. This disorder affects the retina, the light-sensitive layer at the back of the eye. Vision loss occurs as the light-sensing cells of the retina gradually deteriorate. The first sign of retinitis pigmentosa is usually a loss of night vision, which often becomes apparent in childhood. Over a period of years, the disease disrupts side (peripheral) vision and may eventually lead to blindness.",,,,"More than 90 percent of all cases of Refsum disease result from mutations in the PHYH gene. The remaining cases are caused by mutations in a gene called PEX7.Mutati ons in either the PHYH or PEX7 gene disrupt the usual functions of peroxisomes, including the breakdown of phytanic acid. As a result, this substance builds up in the body's tissues. The accumulation of phytanic acid is toxic to cells, although it is unclear how an excess of this substance affects vision and smell and causes the other specific features of Refsum disease."
"Renal coloboma syndrome",,https://ghr.nlm.nih.gov/condition/renal-coloboma-syndrome,,"people with renal coloboma syndrome may have a malformation in the optic nerve, a structure that carries information from the eye to the brain. Optic nerve malformations are sometimes associated with a gap or hole (coloboma) in the light-sensitive tissue at the back of the eye (the retina). The vision problems caused by these abnormalities can vary depending on the size and location of the malformation. Some people have no visual problems, while others may have severely impaired vision.",,,,"Mutations in the PAX2 gene lead to the production of a nonfunctional PAX2 protein that is unable to aid in development, causing incomplete formation of certain tissues. Why the kidneys and eyes are specifically affected by PAX2 gene mutations is unclear."
"Retinal arterial macroaneurysm with supravalvular pulmonic stenosis",,https://ghr.nlm.nih.gov/condition/retinal-arterial-macroaneurysm-with-supravalvular-pulmonic-stenosis,,"RAMSVPS damages the arteries in the light-sensitive tissue at the back of the eye (the retina). These arteries gradually develop multiple small bulges called beading. Eventually, larger bulges in the blood vessel walls (macroaneurysms) occur. These macroaneurysms can tear (rupture), leading to bleeding that can spread into other areas of the eye and cause vision loss",,,,"The IGFBP7 gene mutation that causes RAMSVPS results in an abnormally short IGFBP7 protein that does not function properly. Without normally functioning IGFBP7 protein to control BRAF signaling, this signaling is increased. It is unknown how this increase is related to the specific blood vessel abnormalities that occur in RAMSVPS, or why these abnormalities are confined to the eyes and the pulmonary artery. Researchers suggest that differences in normal levels of IGFBP7 protein in various parts of the body or the presence of other proteins with a similar function in different tissues may account for the specific signs and symptoms of this disorder."
"Retinitis pigmentosa",,https://ghr.nlm.nih.gov/condition/retinitis-pigmentosa,,"A group of related eye disorders that cause progressive vision loss. In people with retinitis pigmentosa, vision loss occurs as the light-sensing cells of the retina gradually deteriorate.The first sign of retinitis pigmentosa is usually a loss of night vision, which becomes apparent in childhood. Problems with night vision can make it difficult to navigate in low light. Later, the disease causes blind spots to develop in the side (peripheral) vision. Over time, these blind spots merge to produce tunnel vision. The disease progresses over years or decades to affect central vision, which is needed for detailed tasks such as reading, driving, and recognizing faces. In adulthood, many people with retinitis pigmentosa become legally blind.",,,,"Mutations in more than 60 genes are known to cause nonsyndromic retinitis pigmentosa.(ABCA4, BEST1, C2orf71, CA4, CERKL, CLRN1, CNGA1, CNGB1, CRB1, CRX, EYS, FAM161A, FSCN2, GUCA1B, IDH3B, IMPDH1, IMPG2, KLHL7, LRAT, MERTK, MT-TS2, NR2E3, NRL, PDE6A, PDE6B, PDE6G, PRCD, PROM1, PRPF3, PRPF8, PRPF31, PRPH2, RBP3, RDH12, RGR, RHO, RLBP1, ROM1, RP1, RP2, RP9, RPE65, RPGR, SAG, SEMA4A, SNRNP200, SPATA7, TOPORS, TTC8, TULP1, USH2A, WDR19, ZNF51) More than 20 of these genes are associated with the autosomal dominant form of the disorder. Mutations in the RHO gene are the most common cause of autosomal dominant retinitis pigmentosa, accounting for 20 to 30 percent of all cases. At least 35 genes have been associated with the autosomal recessive form of the disorder. The most common of these is USH2A; mutations in this gene are responsible for 10 to 15 percent of all cases of autosomal recessive retinitis pigmentosa. Changes in at least six genes are thought to cause the X-linked form of the disorder. Together, mutations in the RPGR and RP2 genes account for most cases of X-linked retinitis pigmentosa."
Retinoblastoma视网膜母细胞瘤,,https://ghr.nlm.nih.gov/condition/retinoblastoma,,"Retinoblastoma is a rare type of eye cancer that usually develops in early childhood, typically before the age of 5. This form of cancer develops in the retina, Retinoblastoma is often curable when it is diagnosed early. However, if it is not treated promptly, this cancer can spread beyond the eye to other parts of the body. This advanced form of retinoblastoma can be life-threatening.",,,,"Mutations in the RB1 gene are responsible for most cases of retinoblastoma. Most mutations in the RB1 gene prevent it from making any functional protein, so cells are unable to regulate cell division effectively. As a result, certain cells in the retina can divide uncontrollably to form a cancerous tumor. Some studies suggest that additional genetic changes can influence the development of retinoblastoma; these changes may help explain variations in the development and growth of retinoblastoma and other types of tumors in different people.A small percentage of retinoblastomas are caused by deletions in the region of chromosome 13 teg MYCN hat contains the RB1 gene. "
"Rhizomelic chondrodysplasia punctata",,https://ghr.nlm.nih.gov/condition/rhizomelic-chondrodysplasia-punctata,,"Widely set eyes (hypertelorism), Additionally, almost all affected individuals have clouding of the lenses of the eyes (cataracts). The cataracts are apparent at birth (congenital) or develop in early infancy.",,,,"Rhizomelic chondrodysplasia punctata results from mutations in one of three genes. Mutations in the PEX7 gene, which are most common, cause RCDP1. Changes in the GNPAT gene lead to RCDP2, while AGPS gene mutations result in RCDP3."
"Ring chromosome 14 syndrome",,https://ghr.nlm.nih.gov/condition/ring-chromosome-14-syndrome,,"Abnormalities of the retina, the specialized tissue at the back of the eye that detects light and color, have also been reported in some people with this condition. These changes typically do not affect vision. ",,,,"Caused by a chromosomal abnormality known as a ring chromosome 14, sometimes written as r(14). A ring chromosome is a circular structure that occurs when a chromosome breaks in two places and its broken ends fuse together. People with ring chromosome 14 syndrome have one copy of this abnormal chromosome in some or all of their cells."
"Rothmund-Thomson syndrome",,https://ghr.nlm.nih.gov/condition/rothmund-thomson-syndrome,,"Some affected children develop a clouding of the lens of the eye (cataract), which affects vision",,,,"RECQL4 mutations lead to the production of an abnormally short, nonfunctional version of the RECQL4 protein or prevent cells from making any of this protein. A shortage of the RECQL4 protein may prevent normal DNA replication and repair, causing widespread damage to a person's genetic information over time. It is unclear how a loss of this protein's activity leads to the specific features of Rothmund-Thomson syndrome."
"Sandhoff disease",,https://ghr.nlm.nih.gov/condition/sandhoff-disease,,"As the disease progresses, children with Sandhoff disease experience vision loss. An eye abnormality called a cherry-red spot, which can be identified with an eye examination, is characteristic of this disorder.",,,,"Mutations in the HEXB gene disrupt the activity of beta-hexosaminidase A and beta-hexosaminidase B, which prevents these enzymes from breaking down GM2 ganglioside and other molecules. As a result, these compounds can accumulate to toxic levels, particularly in neurons of the brain and spinal cord. A buildup of GM2 ganglioside leads to the progressive destruction of these neurons, which causes many of the signs and symptoms of Sandhoff disease."
"Senior-Løken syndrome",,https://ghr.nlm.nih.gov/condition/senior-loken-syndrome,,"Leber congenital amaurosis primarily affects the retina, which is the specialized tissue at the back of the eye that detects light and color. This condition causes vision problems, including an increased sensitivity to light (photophobia), involuntary movements of the eyes (nystagmus), and extreme farsightedness (hyperopia). Some people with Senior-Løken syndrome develop the signs of Leber congenital amaurosis within the first few years of life, while others do not develop vision problems until later in childhood.",,,,"Senior-Løken syndrome can be caused by mutations in one of at least five genes (CEP290, IQCB1, NPHP1, NPHP4, SDCCAG8, WDR19). Mutations in the genes associated with Senior-Løken syndrome likely lead to problems with the structure and function of cilia. Defects in these cell structures probably disrupt important chemical signaling pathways within cells. Although researchers believe that defective cilia are responsible for the features of this disorder, it remains unclear how they lead specifically to nephronophthisis and Leber congenital amaurosis."
"Septo-optic dysplasia",,https://ghr.nlm.nih.gov/condition/septo-optic-dysplasia,,"The first major feature, optic nerve hypoplasia, is the underdevelopment of the optic nerves, which carry visual information from the eyes to the brain. In affected individuals, the optic nerves are abnormally small and make fewer connections than usual between the eyes and the brain. As a result, people with optic nerve hypoplasia have impaired vision in one or both eyes. Optic nerve hypoplasia can also be associated with unusual side-to-side eye movements (nystagmus) and other eye abnormalities.",,,,"At least three genes (HSEX1,  OTX2, PROKR2, and SOX2)have been associated with septo-optic dysplasia, although mutations in these genes appear to be rare causes of this disorder. The three genes,  HESX1,  OTX2, and  SOX2, all play important roles in embryonic development. In particular, they are essential for the formation of the  eyes, the pituitary gland, and structures at the front of the  brain (the forebrain) such as the  optic nerves. Mutations in any of these genes disrupt the early development of these structures, which leads to the major features of septo-optic dysplasia."
"Schindler disease",,https://ghr.nlm.nih.gov/condition/schindler-disease,,"Babies with Schindler disease type I appear healthy at birth, but by the age of 8 to 15 months they stop developing new skills and begin losing skills they had already acquired (developmental regression). As the disorder progresses, affected individuals develop blindness",,,,"Mutations in the NAGA gene interfere with the ability of the alpha-N-acetylgalactosaminidase enzyme to perform its role in breaking down glycoproteins and glycolipids. These substances accumulate in the lysosomes and cause cells to malfunction and eventually die. Cell damage in the nervous system and other tissues and organs of the body leads to the signs and symptoms of Schindler disease."
"Short/branched chain acyl-CoA dehydrogenase deficiency",,https://ghr.nlm.nih.gov/condition/short-branched-chain-acyl-coa-dehydrogenase-deficiency,,"Additional problems can include vision impairment",,,,"Mutations in the ACADSB gene reduce or eliminate the activity of this enzyme. With a shortage (deficiency) of SBCAD activity, the body is unable to break down isoleucine properly."
"Short stature, hyperextensibility, hernia, ocular depression, Rieger anomaly,and teething delay",,https://ghr.nlm.nih.gov/condition/short-stature-hyperextensibility-hernia-ocular-depression-rieger-anomaly-and-teething-delay,,"Eye abnormalities are common in affected individuals, particularly Rieger anomaly, which affects structures at the front of the eye. Rieger anomaly can be associated with increased pressure in the eye (glaucoma) and vision loss. ",,,,"Mutations in the PIK3R1 gene alter the structure of the subunit, which reduces the ability of PI3K to participate in cell signaling. Researchers are working to determine how these changes lead to the specific features of SHORT syndrome. "
Sialidosis,,https://ghr.nlm.nih.gov/condition/sialidosis,,"Sialidosis type I, also referred to as cherry-red spot myoclonus syndrome,Initially, affected individuals experience a loss of sharp vision (reduced visual acuity). Affected individuals have progressive vision problems, including impaired color vision or night blindness. An eye abnormality called a cherry-red spot, which can be identified with an eye examination, is characteristic of this disorder. Sialidosis type I does not affect intelligence or life expectancy.",,,,"Mutations in the NEU1 gene lead to a shortage (deficiency) of the NEU1 enzyme. When this enzyme is lacking, sialic acid-containing compounds accumulate inside lysosomes. Conditions such as sialidosis that cause molecules to build up inside lysosomes are called lysosomal storage disorders. People with sialidosis type II have mutations that severely reduce or eliminate NEU1 enzyme activity. Individuals with sialidosis type I have mutations that result in some functional NEU1 enzyme. It is unclear exactly how the accumulation of large molecules within lysosomes leads to the signs and symptoms of sialidosis."
"Sjögren-Larsson syndrome",,https://ghr.nlm.nih.gov/condition/sjogren-larsson-syndrome,,"People with Sjögren-Larsson syndrome may also have nearsightedness (myopia) or an increased sensitivity to light (photophobia).",,,,"Mutations in the ALDH3A2 gene cause Sjögren-Larsson syndrome.The cause of the eye problems is unclear, but it is also likely related to a disruption in the breakdown of fats."
"Sjögren syndrome",,https://ghr.nlm.nih.gov/condition/sjogren-syndrome,,"Sjögren syndrome is a disorder whose main features are dry eyes Dry eyes may lead to itching, burning, a feeling of sand in the eyes, blurry vision, or intolerance of bright or fluorescent lighting. ",,,,"No associations between specific genetic changes and the development of Sjögren syndrome have been confirmed."
"Small fiber neuropathy",,https://ghr.nlm.nih.gov/condition/small-fiber-neuropathy,,"Some affected individuals have dry eyes. They can also experience a sharp drop in blood pressure upon standing (orthostatic hypotension), which can cause blurred vision.",,,,"Mutations in the SCN9A or SCN10A gene "
"Smith-Magenis syndrome",,https://ghr.nlm.nih.gov/condition/smith-magenis-syndrome,,"Affected individuals may have eye abnormalities that cause nearsightedness (myopia) and other vision problems. ",,,,"In most people with Smith-Magenis syndrome, the condition results from the deletion of a small piece of chromosome 17 in each cell. Researchers believe that the loss of one particular gene, RAI1, underlies many of the characteristic features of Smith-Magenis syndrome."
"SOST-related sclerosing bone dysplasia",,https://ghr.nlm.nih.gov/condition/sost-related-sclerosing-bone-dysplasia,,"Compression of the cranial nerves can lead to vision loss, ",,,,"SOST mutations that cause van Buchem disease result in a shortage of functional sclerostin. This shortage reduces the protein's ability to inhibit bone formation, causing the excessive bone growth seen in people with van Buchem disease."
"Sotos syndrome",,https://ghr.nlm.nih.gov/condition/sotos-syndrome,,"Other signs and symptoms of Sotos syndrome can include problems with vision. ",,,,"Genetic changes involving the NSD1 gene prevent one copy of the gene from producing any functional protein. Research suggests that a reduced amount of NSD1 protein disrupts the normal activity of genes involved in growth and development. However, it remains unclear exactly how a shortage of this protein during development leads to overgrowth, learning disabilities, and the other features of Sotos syndrome."
"Spastic paraplegia type 15",,https://ghr.nlm.nih.gov/condition/spastic-paraplegia-type-15,,"People with spastic paraplegia type 15 may have an eye condition called pigmentary maculopathy that often impairs vision. This condition results from the breakdown (degeneration) of tissue at the back of the eye called the macula, which is responsible for sharp central vision.",,,,"Many ZFYVE26 gene mutations that cause spastic paraplegia type 15 result in a shortened spastizin protein that is quickly broken down. As a result, functional autophagosomes are not produced, autophagy cannot occur, and recycling of materials within cells is decreased. An inability to break down unneeded materials, and the subsequent accumulation of these materials in cells, leads to cell dysfunction and often cell death. The loss of cells in the brain and other parts of the body is responsible for many of the features of spastic paraplegia type 15. t is unclear whether a lack of spastizin protein interferes with normal cytokinesis and whether impaired cell division contributes to the signs and symptoms of spastic paraplegia type 15."
"Spastic paraplegia type 3A",,https://ghr.nlm.nih.gov/condition/spastic-paraplegia-type-3a,,"Additional features can include changes in vision",,,,"ATL1 gene mutations likely lead to a shortage of normal atlastin-1 protein, which impairs the functioning of neurons, including the distribution of materials within these cells. This lack of functional atlastin-1 protein may also restrict the growth of axons. These problems can lead to the abnormal functioning or death of the long neurons of the corticospinal tracts. As a result, the neurons are unable to transmit nerve impulses, particularly to other neurons and muscles in the lower extremities. This impaired nerve function leads to the signs and symptoms of spastic paraplegia type 3A."
"Spastic paraplegia type 5A",,https://ghr.nlm.nih.gov/condition/spastic-paraplegia-type-5a,,"Additional features can include changes in vision, ",,,,"CYP7B1 gene mutations that cause spastic paraplegia type 5A reduce or eliminate the activity of oxysterol 7-alpha-hydroxylase. In the brain, a decrease in enzyme activity results in an accumulation of cholesterol and alters neurosteroid production triggered by oxysterol 7-alpha-hydroxylase. Abnormal levels of neurosteroids impairs cell survival, likely leading to nerve cell death. The abnormal buildup of cholesterol in the brain probably also contributes to the death of nerve cells. The loss of these cells results in the deterioration of nervous system functions (neurodegeneration) and causes the movement problems, weakness, and other signs and symptoms of spastic paraplegia type 5A."
"Spinocerebellar ataxia type 3",,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-3,,"Other early signs and symptoms of SCA3 include bulging eyes, and double vision. ",,,,"Mutations in the ATXN3 gene cause SCA3. "
"Spinocerebellar ataxia type 6",,https://ghr.nlm.nih.gov/condition/spinocerebellar-ataxia-type-6,,"Other early signs and symptoms of SCA6 include speech difficulties, involuntary eye movements (nystagmus), and double vision. ",,,,"The CACNA1A gene mutations that cause SCA6 involve a DNA segment known as a CAG trinucleotide repeat. This segment is made up of a series of three DNA building blocks (cytosine, adenine, and guanine) that appear multiple times in a row. Normally, the CAG segment is repeated 4 to 18 times within the gene. In people with SCA6, the CAG segment is repeated 20 to 33 times. People with 20 repeats tend to experience signs and symptoms of SCA6 beginning in late adulthood, while people with a larger number of repeats usually have signs and symptoms from mid-adulthood."
"Spondyloepimetaphyseal dysplasia, Strudwick type",,https://ghr.nlm.nih.gov/condition/spondyloepimetaphyseal-dysplasia-strudwick-type,,"severe nearsightedness (high myopia) and retinal detachment..",,,,"Mutations in the COL2A1 gene. This gene provides instructions for making a protein that forms type II collagen. This type of collagen is found mostly in the clear gel that fills the eyeball (the vitreous) and cartilage. "
"Spondyloepiphyseal dysplasia congenita",,https://ghr.nlm.nih.gov/condition/spondyloepiphyseal-dysplasia-congenita,,"Severe nearsightedness (high myopia) is common, as are other eye problems that can impair vision. ",,,,"Mutations in the COL2A1 gene that interfere with the assembly of type II collagen molecules, which then prevents bones and other connective tissues from developing properly."
"Spondyloperipheral dysplasia",,https://ghr.nlm.nih.gov/condition/spondyloperipheral-dysplasia,,"Additionally, some affected individuals have nearsightedness (myopia),",,,,"Mutations in the COL2A1 gene interfere with the assembly of type II collagen molecules, reducing the amount of this type of collagen in the body. Instead of forming collagen molecules, the abnormal COL2A1 protein builds up in cartilage cells (chondrocytes). These changes disrupt the normal development of bones and other connective tissues, leading to the signs and symptoms of spondyloperipheral dysplasia."
"Sporadic hemiplegic migraine",,https://ghr.nlm.nih.gov/condition/sporadic-hemiplegic-migraine,,"Commonly includes temporary visual changes such as blind spots (scotomas), flashing lights, zig-zagging lines, and double vision. Some affected individuals develop a rapid, involuntary eye movements called nystagmus. ",,,,"Mutations in the ATP1A2 and CACNA1A genes "
"Stargardt macular degeneration",,https://ghr.nlm.nih.gov/condition/stargardt-macular-degeneration,,"progressive vision loss. This disorder affects the retina. In most people with Stargardt macular degeneration, a fatty yellow pigment (lipofuscin) builds up in cells underlying the macula. Over time, the abnormal accumulation of this substance can damage cells that are critical for clear central vision. In addition to central vision loss, people with Stargardt macular degeneration have problems with night vision that can make it difficult to navigate in low light. Some affected individuals also have impaired color vision. The signs and symptoms of Stargardt macular degeneration typically appear in late childhood to early adulthood and worsen over time.",,,,"The ABCA4 and ELOVL4 gene mutationsMutations in the ABCA4 gene prevent the ABCA4 protein from removing toxic byproducts from photoreceptor cells. These toxic substances build up and form lipofuscin in the photoreceptor cells and the surrounding cells of the retina, eventually causing cell death. Loss of cells in the retina causes the progressive vision loss characteristic of Stargardt macular degeneration.Mutations in the ELOVL4 gene lead to the formation of ELOVL4 protein clumps (aggregates) that build up and may interfere with retinal cell functions, ultimately leading to cell death."
"Stevens-Johnson syndrome/toxic epidermal necrolysis",,https://ghr.nlm.nih.gov/condition/stevens-johnson-syndrome-toxic-epidermal-necrolysis,,"A small percentage of affected individuals develop inflammation of the eyes, which can lead to increased sensitivity to light (photophobia) and vision impairment",,,,"Several genetic changes have been found to increase the risk of SJS/TEN in response to triggering factors such as medications. Most of these changes occur in genes that are involved in the normal function of the immune system. The genetic variations most strongly associated with SJS/TEN occur in the HLA-B gene. "
"Stickler syndrome",,https://ghr.nlm.nih.gov/condition/stickler-syndrome,,"Many people with Stickler syndrome have severe nearsightedness (high myopia). In some cases, the clear gel that fills the eyeball (the vitreous) has an abnormal appearance, which is noticeable during an eye examination. Other eye problems are also common, including increased pressure within the eye (glaucoma), clouding of the lens of the eyes (cataracts), and tearing of the lining of the eye (retinal detachment). These eye abnormalities cause impaired vision or blindness in some cases.Type I has the highest risk of retinal detachment.",,,,"Mutations in several genes (COL2A1, COL9A1, COL9A2, COL9A3, COL11A1, COL11A )cause the different types of Stickler syndrome. Between 80 and 90 percent of all cases are classified as type I and are caused by mutations in the COL2A1 gene. Another 10 to 20 percent of cases are classified as type II and result from mutations in the COL11A1 gene. Marshall syndrome, which may be a variant of Stickler syndrome, is also caused by COL11A1 gene mutations. Stickler syndrome types III through VI result from mutations in other, related genes."
"Sturge-Weber syndrome",,https://ghr.nlm.nih.gov/condition/sturge-weber-syndrome,,"Affects the development of certain blood vessels, causing abnormalities including eyes.",,,,"The GNAQ gene mutation that causes Sturge-Weber syndrome results in the production of a protein with impaired function. As a result, the altered Gαq protein cannot play its part in regulating signaling pathways, resulting in abnormally increased signaling. The enhanced signaling likely disrupts the regulation of blood vessel development, causing abnormal and excessive formation of vessels before birth in people with Sturge-Weber syndrome."
"Tay-Sachs disease",,https://ghr.nlm.nih.gov/condition/tay-sachs-disease,,"As the disease progresses, children with Tay-Sachs disease experience vision loss. An eye abnormality called a cherry-red spot, which can be identified with an eye examination, is characteristic of this disorder.",,,,"Mutations in the HEXA gene disrupt the activity of beta-hexosaminidase A, which prevents the enzyme from breaking down GM2 ganglioside. As a result, this substance accumulates to toxic levels, particularly in neurons in the brain and spinal cord. Progressive damage caused by the buildup of GM2 ganglioside leads to the destruction of these neurons, which causes the signs and symptoms of Tay-Sachs disease."
"Tetrasomy 18p",,https://ghr.nlm.nih.gov/condition/tetrasomy-18p,,"Additional features of tetrasomy 18p can include vision problems",,,,"Each cell has four copies of the short arm of chromosome 18. (The word ""tetrasomy"" is derived from ""tetra,"" the Greek word for ""four."") The extra genetic material from the isochromosome disrupts the normal course of development, causing the characteristic features of this disorder."
"Tietz syndrome",,https://ghr.nlm.nih.gov/condition/tietz-syndrome,,"The colored part of the eye (the iris) in affected individuals is blue, and specialized cells in the eye called retinal pigment epithelial cells lack their normal pigment. The retinal pigment epithelium nourishes the retina, the part of the eye that detects light and color. The changes to the retinal pigment epithelium are generally detectable only by an eye examination; it is unclear whether the changes affect vision.",,,,"MITF gene mutations that cause Tietz syndrome either delete or change a single protein building block (amino acid) in an area of the MITF protein known as the basic motif region. Dimers incorporating the abnormal MITF protein cannot be transported into the cell nucleus to bind with DNA. As a result, most of the dimers are unavailable to bind to DNA, which affects the development of melanocytes and the production of melanin. Decreased melanin production (hypopigmentation) accounts for the retinal pigment epithelium changes that are characteristic of Tietz syndrome."
"Transthyretin amyloidosis",,https://ghr.nlm.nih.gov/condition/transthyretin-amyloidosis,,"Various eye problems may occur, such as cloudiness of the clear gel that fills the eyeball (vitreous opacity), dry eyes, increased pressure in the eyes (glaucoma), or pupils with an irregular or ""scalloped"" appearance. ",,,,"Mutations in the TTR gene cause transthyretin amyloidosis. The TTR gene provides instructions for producing a protein called transthyretin. Transthyretin transports vitamin A (retinol) and a hormone called thyroxine throughout the body. To transport retinol and thyroxine, four transthyretin proteins must be attached (bound) to each other to form a four-protein unit (tetramer). Transthyretin is produced primarily in the liver. A small amount of this protein is produced in an area of the brain called the choroid plexus and in the light-sensitive tissue that lines the back of the eye (the retina)."
"Treacher Collins syndrome",,https://ghr.nlm.nih.gov/condition/treacher-collins-syndrome,,"People with Treacher Collins syndrome often have eyes that slant downward, sparse eyelashes, and a notch in the lower eyelids called an eyelid coloboma. Some affected individuals have additional eye abnormalities that can lead to vision loss. ",,,,"Mutations in the TCOF1, POLR1C, or POLR1D gene reduce the production of rRNA. Researchers speculate that a decrease in the amount of rRNA may trigger the self-destruction (apoptosis) of certain cells involved in the development of facial bones and tissues. The abnormal cell death could lead to the specific problems with facial development found in Treacher Collins syndrome. However, it is unclear why the effects of a reduction in rRNA are limited to facial development."
Trichothiodystrophy,,https://ghr.nlm.nih.gov/condition/trichothiodystrophy,,"Other features of trichothiodystrophy can include clouding of the lens in both eyes from birth (congenital cataracts); ",,,,"Most cases of the photosensitive form of trichothiodystrophy result from mutations in one of three genes: ERCC2, ERCC3, or GTF2H5. Mutations in the ERCC2, ERCC3, or GTF2H5 genes reduce the amount of TFIIH complex within cells, which impairs both DNA repair and gene transcription. An inability to repair DNA damage probably underlies the sun sensitivity in affected individuals. Studies suggest that many of the other features of trichothiodystrophy may result from problems with the transcription of genes needed for normal development before and after birth. Mutations in at least one gene, MPLKIP, have been reported to cause a non-photosensitive form of trichothiodystrophy. Mutations in this gene account for fewer than 20 percent of all cases of non-photosensitive trichothiodystrophy. Little is known about the protein produced from the MPLKIP gene, although it does not appear to be involved in DNA repair. It is unclear how mutations in the MPLKIP gene lead to the varied features of trichothiodystrophy."
"TRNT1 deficiency",,https://ghr.nlm.nih.gov/condition/trnt1-deficiency,,"Eye abnormalities, often involving the light-sensing tissue at the back of the eye (the retina), can occur in people with TRNT1 deficiency. Some of these individuals have a condition called retinitis pigmentosa, in which the light-sensing cells of the retina gradually deteriorate. Eye problems in TRNT1 deficiency can lead to vision loss.",,,,"TRNT1 gene mutations lead to a shortage (deficiency) of functional TRNT1 protein. As a result, modification of tRNA molecules is impaired. Without the modification, tRNAs are thought to be less able to participate in protein synthesis. Researchers suspect that protein synthesis in cellular structures called mitochondria, which are the energy-producing centers of cells, is most strongly affected. The resulting decrease in energy production may damage cells in many body systems, leading to the varied signs and symptoms of TRNT1 deficiency. Researchers believe that mutations that cause a greater impairment of TRNT1 function lead to more severe signs and symptoms."
"Tuberous sclerosis complex",,https://ghr.nlm.nih.gov/condition/tuberous-sclerosis-complex,,"Tuberous sclerosis complex is a genetic disorder characterized by the growth of numerous noncancerous (benign) tumors in many parts of the body. tumors can develop in the light-sensitive tissue at the back of the eye (the retina).",,,,"Mutations in the TSC1 or TSC2 gene "
"Type 1 diabetes",,https://ghr.nlm.nih.gov/condition/type-1-diabetes,,"The first signs and symptoms of the disorder are caused by high blood sugar and may include blurred vision. The chronic high blood sugar associated with diabetes may cause damage to blood vessels and nerves, leading to complications affecting many organs and tissues. The retina, which is the light-sensitive tissue at the back of the eye, can be damaged (diabetic retinopathy), leading to vision loss and eventual blindness. ",,,,"Type 1 diabetes is generally considered to be an autoimmune disorder. Autoimmune disorders occur when the immune system attacks the body's own tissues and organs. For unknown reasons, in people with type 1 diabetes the immune system damages the insulin-producing beta cells in the pancreas. Damage to these cells impairs insulin production and leads to the signs and symptoms of type 1 diabetes.The risk of developing type 1 diabetes is increased by certain variants of the HLA-DQA1, HLA-DQB1, and HLA-DRB1 genes. These genes provide instructions for making proteins that play a critical role in the immune system. The HLA-DQA1, HLA-DQB1, and HLA-DRB1 genes belong to a family of genes called the human leukocyte antigen (HLA) complex. The HLA complex helps the immune system distinguish the body's own proteins from proteins made by foreign invaders such as viruses and bacteria. Also other identified (CCR5, CTLA4, FOXP3, HLA-DQA1, HLA-DQB1, HLA-DRB1, HNF1A, IL2RA, IL6, INS, ITPR3, OAS1, PTPN22, SUMO)"
"Type 2 diabetes",,https://ghr.nlm.nih.gov/condition/type-2-diabetes,,"Signs and symptoms develop slowly over years. They include frequent urination (polyuria), excessive thirst (polydipsia), fatigue, blurred vision, tingling or loss of feeling in the hands and feet (diabetic neuropathy), sores that do not heal well, and weight loss. If blood sugar levels are not controlled through medication or diet, type 2 diabetes can cause long-lasting (chronic) health problems includingdamage to the eyes, ",,,,"The causes of type 2 diabetes are complex. This condition results from a combination of genetic and lifestyle factors, some of which have not been identified."
"Tyrosinemia type 2",,https://ghr.nlm.nih.gov/condition/tyrosinemia,,"Tyrosinemia type II can affect the eyes. Signs and symptoms often begin in early childhood and include eye pain and abnormal sensitivity to light (photophobia), ",,,,"Mutations in the FAH, TAT, and HPD genes can cause tyrosinemia types I, II, and III, respectively. Mutations in the FAH, TAT, or HPD gene cause a decrease in the activity of one of the enzymes in the breakdown of tyrosine. As a result, tyrosine and its byproducts accumulate to toxic levels, which can cause damage and death to cells in the liver, kidneys, nervous system, and other organs."
