Name1,GHR-webpage1,frequency1,Description1,,Related-gene-list1,,,Synonym-list1,Db-key-list1,key1,reviewed1,published,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,158,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",21764004,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Primary ciliary dyskinesia",https://ghr.nlm.nih.gov/condition/primary-ciliary-dyskinesia,"Primary ciliary dyskinesia occurs in approximately 1 in 16,000 individuals.",html:p,"autosomal recessive",,ARMC4,https://ghr.nlm.nih.gov/gene/ARMC4,"immotile cilia syndrome",db,key,2014-04,2017-12-29,,,,
,,,,,related-gene,gene-symbol,ghr-page,PCD,GTR,C0008780,,,,,,
,,,,,,C21orf59,https://ghr.nlm.nih.gov/gene/C21orf59,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C0022521,,,,,,
,,,,,,CCDC39,https://ghr.nlm.nih.gov/gene/CCDC39,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1837615,,,,,,
,,,,,,CCDC40,https://ghr.nlm.nih.gov/gene/CCDC40,,db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,,GTR,C1837616,,,,,,
,,,,,,CCDC65,https://ghr.nlm.nih.gov/gene/CCDC65,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1837618,,,,,,
,,,,,,CCDC103,https://ghr.nlm.nih.gov/gene/CCDC103,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1847554,,,,,,
,,,,,,CCDC114,https://ghr.nlm.nih.gov/gene/CCDC114,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1970506,,,,,,
,,,,,,DNAAF1,https://ghr.nlm.nih.gov/gene/DNAAF1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2675228,,,,,,
,,,,,,DNAAF2,https://ghr.nlm.nih.gov/gene/DNAAF2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2675229,,,,,,
,,,,,,DNAAF3,https://ghr.nlm.nih.gov/gene/DNAAF3,,db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,,GTR,C2675867,,,,,,
,,,,,,DNAAF4,https://ghr.nlm.nih.gov/gene/DNAAF4,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2676235,,,,,,
,,,,,,DNAAF5,https://ghr.nlm.nih.gov/gene/DNAAF5,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2677085,,,,,,
,,,,,,DNAH5,https://ghr.nlm.nih.gov/gene/DNAH5,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2678473,,,,,,
,,,,,,DNAH8,https://ghr.nlm.nih.gov/gene/DNAH8,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2750790,,,,,,
,,,html:p,,,DNAH11,https://ghr.nlm.nih.gov/gene/DNAH11,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C3151136,,,,,,
,,,,,,DNAI1,https://ghr.nlm.nih.gov/gene/DNAI1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C3151137,,,,,,
,,,,,,DNAI2,https://ghr.nlm.nih.gov/gene/DNAI2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C3151460,,,,,,
,,,,,,DNAL1,https://ghr.nlm.nih.gov/gene/DNAL1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C3542550,,,,,,
,,,html:p,,,DRC1,https://ghr.nlm.nih.gov/gene/DRC1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GeneReviews,pcd,,,,,,
,,,,,,HYDIN,https://ghr.nlm.nih.gov/gene/HYDIN,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,MeSH,D002925,,,,,,
,,,,,,LRRC6,https://ghr.nlm.nih.gov/gene/LRRC6,,db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,,OMIM,244400,,,,,,
,,,,,,NME8,https://ghr.nlm.nih.gov/gene/NME8,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,606763,,,,,,
,,,,,,OFD1,https://ghr.nlm.nih.gov/gene/OFD1,,db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,,OMIM,608644,,,,,,
,,,,,,RPGR,https://ghr.nlm.nih.gov/gene/RPGR,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,608646,,,,,,
,,,,,,RSPH1,https://ghr.nlm.nih.gov/gene/RSPH1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,608647,,,,,,
,,,,,,RSPH4A,https://ghr.nlm.nih.gov/gene/RSPH4A,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,610852,,,,,,
,,,,,,RSPH9,https://ghr.nlm.nih.gov/gene/RSPH9,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,611884,,,,,,
,,,,,,SPAG1,https://ghr.nlm.nih.gov/gene/SPAG1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,612274,,,,,,
,,,,,,ZMYND10,https://ghr.nlm.nih.gov/gene/ZMYND10,,db,key,,,,,,
,,,,,,,,,OMIM,612444,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,612518,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,612649,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,612650,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613193,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613807,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613808,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,244,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",42402006,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",86204009,,,,,,
"Primary coenzyme Q10 deficiency",https://ghr.nlm.nih.gov/condition/primary-coenzyme-q10-deficiency,"The prevalence of primary coenzyme Q10 deficiency is thought to be less",html:p,"autosomal recessive",,COQ2,https://ghr.nlm.nih.gov/gene/COQ2,"coenzyme Q deficiency",db,key,2017-04,2017-12-29,,,,
,,"than 1 in 100,000 people.",,,related-gene,gene-symbol,ghr-page,"CoQ deficiency",GeneReviews,coq10-def,,,,,,
,,,,,,COQ4,https://ghr.nlm.nih.gov/gene/COQ4,"primary CoQ10 deficiency",db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,"ubiquinone deficiency",MeSH,D017237,,,,,,
,,,,,,COQ6,https://ghr.nlm.nih.gov/gene/COQ6,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,607426,,,,,,
,,,,,,COQ7,https://ghr.nlm.nih.gov/gene/COQ7,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,612016,,,,,,
,,,,,,COQ8A,https://ghr.nlm.nih.gov/gene/COQ8A,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,614650,,,,,,
,,,,,,COQ8B,https://ghr.nlm.nih.gov/gene/COQ8B,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,614651,,,,,,
,,,,,,COQ9,https://ghr.nlm.nih.gov/gene/COQ9,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,614652,,,,,,
,,,,,,PDSS1,https://ghr.nlm.nih.gov/gene/PDSS1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,OMIM,614654,,,,,,
,,,,,,PDSS2,https://ghr.nlm.nih.gov/gene/PDSS2,,db,key,,,,,,
,,,,,,,,,OMIM,615573,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,616276,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,616276,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,616733,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,139485,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Primary hyperoxaluria",https://ghr.nlm.nih.gov/condition/primary-hyperoxaluria,"Primary hyperoxaluria is estimated to affect 1 in 58,000 individuals",html:p,"autosomal recessive",,AGXT,https://ghr.nlm.nih.gov/gene/AGXT,"congenital oxaluria",db,key,2015-12,2017-12-29,,,,
,,"worldwide. Type 1 is the most common form, accounting for approximately 80",,,related-gene,gene-symbol,ghr-page,"D-glycerate dehydrogenase deficiency",GTR,C0020500,,,,,,
,,"percent of cases. Types 2 and 3 each account for about 10 percent of cases.",,,,GRHPR,https://ghr.nlm.nih.gov/gene/GRHPR,"glyceric aciduria",db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"glycolic aciduria",GTR,C0020501,,,,,,
,,,html:p,,,HOGA1,https://ghr.nlm.nih.gov/gene/HOGA1,"hepatic AGT deficiency",db,key,,,,,,
,,,,,,,,"hyperoxaluria, primary",GTR,C0268164,,,,,,
,,,,,,,,oxalosis,db,key,,,,,,
,,,,,,,,"oxaluria, primary",GTR,C0268165,,,,,,
,,,,,,,,"peroxisomal alanine:glyoxylate aminotransferase deficiency",db,key,,,,,,
,,,,,,,,"primary oxalosis",GTR,C3150878,,,,,,
,,,,,,,,"primary oxaluria",db,key,,,,,,
,,,,,,,,,GeneReviews,ph1,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,GeneReviews,ph2,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,GeneReviews,ph3,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,E72.53,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D006960,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,259900,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,260000,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613616,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,93598,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,93599,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,93600,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",17901006,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",373607009,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",40951006,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",65520001,,,,,,
"Primary localized cutaneous amyloidosis",https://ghr.nlm.nih.gov/condition/primary-localized-cutaneous-amyloidosis,"PLCA occurs worldwide, most commonly in Southeast Asia and South America.",html:p,"autosomal dominant",,IL31RA,https://ghr.nlm.nih.gov/gene/IL31RA,"amyloidosis IX",db,key,2017-03,2017-12-29,,,,
,,"The prevalence of the condition is unknown.",,memo,related-gene,gene-symbol,ghr-page,PLCA,GTR,C0268398,,,,,,
,,,,"autosomal recessive",,OSMR,https://ghr.nlm.nih.gov/gene/OSMR,"primary cutaneous amyloidosis",db,key,,,,,,
,,,,memo,,,,,GTR,C3151404,,,,,,
,,,,"not inherited",,,,,db,key,,,,,,
,,,,,,,,,MeSH,D000686,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,105250,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613955,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,Orphanet,353220,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",282834007,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Primary macronodular adrenal hyperplasia",https://ghr.nlm.nih.gov/condition/primary-macronodular-adrenal-hyperplasia,"PMAH is a rare disorder. It is present in less than 1 percent of cases of",html:p,"autosomal dominant",,APC,https://ghr.nlm.nih.gov/gene/APC,"ACTH-independent macronodular adrenal hyperplasia",db,key,2015-05,2017-12-29,,,,
,,"endogenous Cushing syndrome, which describes forms of Cushing syndrome caused by",,memo,related-gene,gene-symbol,ghr-page,"ACTH-independent macronodular adrenocortical hyperplasia",GTR,C4014803,,,,,,
,,"factors internal to the body rather than by external factors such as long-term",,"not inherited",,ARMC5,https://ghr.nlm.nih.gov/gene/ARMC5,"adrenal Cushing syndrome due to AIMAH",db,key,,,,,,
,,"use of certain medicines called corticosteroids. The prevalence of endogenous",,,related-gene,gene-symbol,ghr-page,"adrenocorticotropic hormone-independent macronodular adrenal hyperplasia",MeSH,D003480,,,,,,
,,"Cushing syndrome is about 1 in 26,000 people.",,,,FH,https://ghr.nlm.nih.gov/gene/FH,AIMAH,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"corticotropin-independent macronodular adrenal hyperplasia",OMIM,219080,,,,,,
,,,,,,GNAS,https://ghr.nlm.nih.gov/gene/GNAS,PMAH,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"primary bilateral macronodular adrenal hyperplasia",OMIM,615954,,,,,,
,,,,,,MC2R,https://ghr.nlm.nih.gov/gene/MC2R,,db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,,Orphanet,189427,,,,,,
,,,,,,MEN1,https://ghr.nlm.nih.gov/gene/MEN1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,"SNOMED CT",237778003,,,,,,
,,,,,,PDE11A,https://ghr.nlm.nih.gov/gene/PDE11A,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Primary myelofibrosis",https://ghr.nlm.nih.gov/condition/primary-myelofibrosis,"Primary myelofibrosis is a rare condition that affects approximately 1 in",html:p,"not inherited",,CALR,https://ghr.nlm.nih.gov/gene/CALR,"agnogenic myeloid metaplasia",db,key,2014-09,2017-12-29,,,,
,,"500,000 people worldwide.",,,related-gene,gene-symbol,ghr-page,"chronic idiopathic myelofibrosis",GTR,C0001815,,,,,,
,,,,,,IDH1,https://ghr.nlm.nih.gov/gene/IDH1,"idiopathic myelofibrosis",db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"myelofibrosis with myeloid metaplasia",MeSH,D055728,,,,,,
,,,,,,IDH2,https://ghr.nlm.nih.gov/gene/IDH2,"myeloid metaplasia",db,key,,,,,,
,,,html:p,,related-gene,gene-symbol,ghr-page,,OMIM,254450,,,,,,
,,,,,,JAK2,https://ghr.nlm.nih.gov/gene/JAK2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,Orphanet,824,,,,,,
,,,,,,MPL,https://ghr.nlm.nih.gov/gene/MPL,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,"SNOMED CT",128843003,,,,,,
,,,,,,TET2,https://ghr.nlm.nih.gov/gene/TET2,,db,key,,,,,,
,,,html:p,,,,,,"SNOMED CT",307651005,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",443230004,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",52967002,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,synonym-list,,db-key-list,,,,,,,,,
"Primary sclerosing cholangitis",https://ghr.nlm.nih.gov/condition/primary-sclerosing-cholangitis,"An estimated 1 in 10,000 people have primary sclerosing cholangitis, and",html:p,"pattern unknown",synonym,"sclerosing cholangitis",,key,2017-12-29,,,,,,,
,,"the condition is diagnosed in approximately 1 in 100,000 people per year",,,,,db-key,C0566602,,,,,,,,
,,worldwide.,,,,,,key,,,,,,,,
,,,,,,,db-key,D015209,,,,,,,,
,,,,,,,,key,,,,,,,,
,,,,,,,db-key,613806,,,,,,,,
,,,,,,,,key,,,,,,,,
,,,html:p,,,,db-key,171,,,,,,,,
,,,,,,,,key,,,,,,,,
,,,,,,,,197441003,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Primary spontaneous pneumothorax",https://ghr.nlm.nih.gov/condition/primary-spontaneous-pneumothorax,"Primary spontaneous pneumothorax is more common in men than in women. This",html:p,"autosomal dominant",,FLCN,https://ghr.nlm.nih.gov/gene/FLCN,pneumothorax,db,key,2016-11,2017-12-29,,,,
,,"condition occurs in 7.4 to 18 per 100,000 men each year and 1.2 to 6 per 100,000",,,,,,PSP,GTR,C1868193,,,,,,
,,"women each year.",,,,,,"spontaneous pneumothorax",db,key,,,,,,
,,,,,,,,,ICD-10-CM,J93.11,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D011030,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,173600,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,2903,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",328561000119107,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Prion disease",https://ghr.nlm.nih.gov/condition/prion-disease,"These disorders are very rare. Although the exact prevalence of prion",html:p,"autosomal dominant",,PRNP,https://ghr.nlm.nih.gov/gene/PRNP,"inherited human transmissible spongiform encephalopathies",db,key,2014-01,2017-12-29,,,,
,,"disease is unknown, studies suggest that this group of conditions affects about",,,,,,"prion-associated disorders",GTR,C0017495,,,,,,
,,"one person per million worldwide each year. Approximately 350 new cases are",,,,,,"prion-induced disorders",db,key,,,,,,
,,"reported annually in the United States.",,,,,,"prion protein diseases",GTR,C0022336,,,,,,
,,,,,,,,"transmissible dementias",db,key,,,,,,
,,,,,,,,"transmissible spongiform encephalopathies",GTR,C0162534,,,,,,
,,,,,,,,TSEs,db,key,,,,,,
,,,,,,,,,GTR,C0206042,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,GTR,C1855588,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,GeneReviews,prion,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,A81.0,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,A81.00,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,A81.01,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,A81.09,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,A81.81,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,A81.82,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,A81.83,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D017096,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,123400,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,137440,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,245300,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,600072,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,204,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,356,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,466,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,56970,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",20484008,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",304603007,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",67155006,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",792004,,,,,,
"Progressive external ophthalmoplegia",https://ghr.nlm.nih.gov/condition/progressive-external-ophthalmoplegia,"The prevalence of progressive external ophthalmoplegia is unknown.",html:p,"autosomal dominant",,AFG3L2,https://ghr.nlm.nih.gov/gene/AFG3L2,"chronic progressive external ophthalmoplegia",db,key,2016-05,2017-12-29,,,,
,,,,memo,related-gene,gene-symbol,ghr-page,CPEO,GTR,C0162674,,,,,,
,,,,"autosomal recessive",,DNA2,https://ghr.nlm.nih.gov/gene/DNA2,PEO,db,key,,,,,,
,,,,memo,related-gene,gene-symbol,ghr-page,,GTR,C1834846,,,,,,
,,,,mitochondrial,,MT-TI,https://ghr.nlm.nih.gov/gene/MT-TI,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1836439,,,,,,
,,,,,,MT-TL1,https://ghr.nlm.nih.gov/gene/MT-TL1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1836460,,,,,,
,,,,,,OPA1,https://ghr.nlm.nih.gov/gene/OPA1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GeneReviews,alpers,,,,,,
,,,,,,POLG,https://ghr.nlm.nih.gov/gene/POLG,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GeneReviews,kss,,,,,,
,,,,,,POLG2,https://ghr.nlm.nih.gov/gene/POLG2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GeneReviews,rrm2b-mtddepl,,,,,,
,,,html:p,,,RNASEH1,https://ghr.nlm.nih.gov/gene/RNASEH1,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,H49.4,,,,,,
,,,,,,RRM2B,https://ghr.nlm.nih.gov/gene/RRM2B,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,H49.40,,,,,,
,,,html:p,,,SLC25A4,https://ghr.nlm.nih.gov/gene/SLC25A4,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,H49.41,,,,,,
,,,,,,SPG7,https://ghr.nlm.nih.gov/gene/SPG7,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,H49.42,,,,,,
,,,,,,TK2,https://ghr.nlm.nih.gov/gene/TK2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,ICD-10-CM,H49.43,,,,,,
,,,,,,TWNK,https://ghr.nlm.nih.gov/gene/TWNK,,db,key,,,,,,
,,,,,related-mitochondrial-dna,name,ghr-page,,MeSH,D017246,,,,,,
,,,html:p,,,"mitochondrial DNA",https://ghr.nlm.nih.gov/mitochondrial-dna,,db,key,,,,,,
,,,,,,,,,OMIM,157640,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,258450,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,609283,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,609286,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,663,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",46252003,,,,,,
"Progressive familial heart block",https://ghr.nlm.nih.gov/condition/progressive-familial-heart-block,"The prevalence of progressive familial heart block is unknown. In the",html:p,"autosomal dominant",,GJA5,https://ghr.nlm.nih.gov/gene/GJA5,"bundle branch block",db,key,2015-04,2017-12-29,,,,
,,"United States, about 1 in 5,000 individuals have complete heart block from any",,,related-gene,gene-symbol,ghr-page,HBBD,GTR,C1841658,,,,,,
,,"cause; worldwide, about 1 in 2,500 individuals have complete heart block.",,,,SCN1B,https://ghr.nlm.nih.gov/gene/SCN1B,"hereditary bundle branch defect",db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"hereditary bundle branch system defect",GTR,C1879286,,,,,,
,,,,,,SCN5A,https://ghr.nlm.nih.gov/gene/SCN5A,"Lenegre Lev disease",db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,"Lev-Lenègre disease",GTR,C1970298,,,,,,
,,,,,,TRPM4,https://ghr.nlm.nih.gov/gene/TRPM4,"Lev syndrome",db,key,,,,,,
,,,,,,,,"Lev's disease",ICD-10-CM,Q24.6,,,,,,
,,,,,,,,PCCD,db,key,,,,,,
,,,,,,,,"progressive cardiac conduction defect",MeSH,D006327,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,113900,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,140400,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,604559,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,871,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",698249005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
